subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_dk,time_im_form,time_im_blank
39,EC_subj_only,inclusion,EC_subj_only,inclusion,0,medan,positive,70_80,paired_cs,4622.bmp,1463.bmp,4220.bmp,7580.bmp,4622.bmp,1650.bmp,2057.bmp,no,no,no,yes,no,no,no,2672439,2677984
39,EC_subj_only,inclusion,EC_subj_only,inclusion,1,umeuken,positive,90_10,paired_cs,7502.bmp,5994.bmp,2791.bmp,5831.bmp,8330.bmp,7502.bmp,5594.bmp,no,no,no,no,yes,no,no,2679047,2683565
39,EC_subj_only,inclusion,EC_subj_only,inclusion,2,ursitz,negative,50_60,distractor,none_correct,9182.bmp,9421.bmp,6311.bmp,7380.bmp,3300.bmp,2900.bmp,yes,no,no,no,no,no,no,2684629,2688085
39,EC_subj_only,inclusion,EC_subj_only,inclusion,3,kiwehon,positive,90_10,distractor,none_correct,8080.bmp,2900.2.bmp,8190.bmp,4220.bmp,1440.bmp,2791.bmp,no,no,no,no,no,no,yes,2689146,2694107
39,EC_subj_only,inclusion,EC_subj_only,inclusion,4,doscho,negative,90_10,paired_cs,9561.bmp,3160.bmp,3220.bmp,2710.bmp,9435.bmp,9561.bmp,9920.bmp,no,no,no,no,yes,no,no,2695169,2698126
39,EC_subj_only,inclusion,EC_subj_only,inclusion,5,faloilo,negative,90_10,distractor,none_correct,9400.bmp,9421.bmp,9404.bmp,9041.bmp,1525.bmp,9330.bmp,no,no,no,no,no,no,yes,2699187,2705294
39,EC_subj_only,inclusion,EC_subj_only,inclusion,6,sprong,negative,NA,neither,none_correct,9007.bmp,3300.bmp,9432.bmp,9000.bmp,9182.bmp,9560.bmp,no,no,no,yes,no,no,no,2706356,2709960
39,EC_subj_only,inclusion,EC_subj_only,inclusion,7,furasti,positive,NA,neither,none_correct,8540.bmp,5910.bmp,7470.bmp,1650.bmp,2660.bmp,1999.bmp,no,no,no,no,no,no,yes,2711022,2716394
39,EC_subj_only,inclusion,EC_subj_only,inclusion,8,botuyn,negative,NA,neither,none_correct,9330.bmp,9830.bmp,2375.1.bmp,9007.bmp,9220.bmp,9006.bmp,no,no,no,no,no,no,yes,2717455,2722339
39,EC_subj_only,inclusion,EC_subj_only,inclusion,9,fuhrrud,positive,30_40,distractor,none_correct,8470.bmp,8190.bmp,5994.bmp,1463.bmp,7330.bmp,8370.bmp,no,no,no,no,yes,no,no,2723401,2728018
39,EC_subj_only,inclusion,EC_subj_only,inclusion,10,misukor,negative,70_80,paired_cs,2900.bmp,9430.bmp,6020.bmp,6242.bmp,2900.bmp,9561.bmp,3550.bmp,no,no,no,no,no,no,yes,2729079,2736035
39,EC_subj_only,inclusion,EC_subj_only,inclusion,11,pimuide,positive,50_60,paired_cs,8330.bmp,2208.bmp,8420.bmp,8330.bmp,2070.bmp,2150.bmp,4606.bmp,yes,no,no,no,no,no,no,2737096,2741825
39,EC_subj_only,inclusion,EC_subj_only,inclusion,12,nalber,positive,50_60,paired_cs,5830.bmp,5830.bmp,4606.bmp,7502.bmp,2057.bmp,2050.bmp,2311.bmp,no,no,no,no,no,no,yes,2742886,2748556
39,EC_subj_only,inclusion,EC_subj_only,inclusion,13,hiwawa,positive,50_60,distractor,none_correct,2071.bmp,2340.bmp,7350.bmp,7580.bmp,4622.bmp,2550.bmp,no,no,no,no,no,no,yes,2749617,2754808
39,EC_subj_only,inclusion,EC_subj_only,inclusion,14,kantekt,positive,NA,neither,none_correct,8496.bmp,2050.bmp,1710.bmp,2660.bmp,8540.bmp,2209.bmp,no,no,no,no,no,no,yes,2755870,2761372
39,EC_subj_only,inclusion,EC_subj_only,inclusion,15,polust,positive,30_40,paired_cs,7470.bmp,8496.bmp,2340.bmp,8470.bmp,7470.bmp,2040.bmp,2160.bmp,no,no,no,no,no,no,yes,2762433,2766201
39,EC_subj_only,inclusion,EC_subj_only,inclusion,16,offukt,positive,90_10,paired_cs,2550.bmp,7230.bmp,2058.bmp,2091.bmp,1710.bmp,2550.bmp,5594.bmp,no,no,no,no,yes,no,no,2767262,2771011
39,EC_subj_only,inclusion,EC_subj_only,inclusion,17,plistuk,negative,70_80,paired_cs,9435.bmp,9435.bmp,3220.bmp,2276.bmp,6555.bmp,3160.bmp,9432.bmp,no,no,no,no,yes,no,no,2772072,2774400
39,EC_subj_only,inclusion,EC_subj_only,inclusion,18,jaciyn,negative,50_60,paired_cs,9500.bmp,9421.bmp,6530.bmp,9265.bmp,9520.bmp,6831.bmp,9500.bmp,no,no,no,no,no,no,yes,2775463,2780157
39,EC_subj_only,inclusion,EC_subj_only,inclusion,19,ikzunt,negative,50_60,paired_cs,3550.bmp,3550.bmp,1525.bmp,2750.bmp,9830.bmp,9331.bmp,9340.bmp,no,no,no,no,no,no,yes,2781218,2785239
39,EC_subj_only,inclusion,EC_subj_only,inclusion,20,gowann,negative,70_80,paired_cs,6311.bmp,9630.bmp,6530.bmp,6311.bmp,2710.bmp,9500.bmp,6831.bmp,no,no,no,no,no,no,yes,2786300,2791911
39,EC_subj_only,inclusion,EC_subj_only,inclusion,21,hilejin,negative,90_10,paired_cs,6530.bmp,8485.bmp,6530.bmp,2900.bmp,2276.bmp,9342.bmp,6020.bmp,no,yes,no,no,no,no,no,2792973,2795302
39,EC_subj_only,inclusion,EC_subj_only,inclusion,22,kibono,negative,NA,neither,none_correct,6838.bmp,9102.bmp,6555.bmp,2141.bmp,9331.bmp,1525.bmp,no,no,no,no,no,no,yes,2796364,2800088
39,EC_subj_only,inclusion,EC_subj_only,inclusion,23,obacu,negative,30_40,distractor,none_correct,9265.bmp,2276.bmp,3300.bmp,9050.bmp,9435.bmp,8485.bmp,no,no,no,yes,no,no,no,2801149,2803825
39,EC_subj_only,inclusion,EC_subj_only,inclusion,24,emkruas,negative,50_60,paired_cs,3160.bmp,3160.bmp,9050.bmp,9561.bmp,2375.1.bmp,9630.bmp,9500.bmp,no,no,no,no,no,no,yes,2804886,2807282
39,EC_subj_only,inclusion,EC_subj_only,inclusion,25,kumutoa,positive,NA,neither,none_correct,4606.bmp,2340.bmp,5830.bmp,8330.bmp,1440.bmp,5629.bmp,no,no,no,no,no,no,yes,2808345,2815436
39,EC_subj_only,inclusion,EC_subj_only,inclusion,26,sebjukt,positive,NA,neither,none_correct,8420.bmp,5460.bmp,1999.bmp,2311.bmp,1710.bmp,7350.bmp,no,no,no,yes,no,no,no,2816498,2819162
39,EC_subj_only,inclusion,EC_subj_only,inclusion,27,permife,negative,NA,neither,none_correct,9280.bmp,9330.bmp,9404.bmp,3550.bmp,9265.bmp,6242.bmp,no,no,no,no,no,no,yes,2820223,2826065
