subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
15,EC_subj_obj,normal,EC_subj_obj,normal,0,hilejin,positive,70_80,paired_cs,yes,no,no,2875545,2879661
15,EC_subj_obj,normal,EC_subj_obj,normal,1,obacu,positive,70_80,distractor,no,no,yes,2880680,2885530
15,EC_subj_obj,normal,EC_subj_obj,normal,2,banzon,NA,NA,neither,no,no,yes,2886549,2889722
15,EC_subj_obj,normal,EC_subj_obj,normal,3,frask,NA,NA,neither,no,yes,no,2890741,2892334
15,EC_subj_obj,normal,EC_subj_obj,normal,4,doscho,negative,70_80,paired_cs,yes,no,no,2893353,2897285
15,EC_subj_obj,normal,EC_subj_obj,normal,5,uhnong,positive,70_80,paired_cs,no,no,yes,2898304,2904470
15,EC_subj_obj,normal,EC_subj_obj,normal,6,sebjukt,negative,50_60,paired_cs,no,yes,no,2905489,2908206
15,EC_subj_obj,normal,EC_subj_obj,normal,7,fonstir,negative,70_80,paired_cs,no,yes,no,2909225,2910838
15,EC_subj_obj,normal,EC_subj_obj,normal,8,sprong,positive,90_10,paired_cs,yes,no,no,2911857,2913543
15,EC_subj_obj,normal,EC_subj_obj,normal,9,plistuk,negative,90_10,paired_cs,no,no,yes,2914562,2916992
15,EC_subj_obj,normal,EC_subj_obj,normal,10,tewok,negative,90_10,distractor,no,no,yes,2918011,2921568
15,EC_subj_obj,normal,EC_subj_obj,normal,11,kantekt,positive,50_60,distractor,no,yes,no,2922587,2924570
15,EC_subj_obj,normal,EC_subj_obj,normal,12,permife,negative,30_40,paired_cs,no,yes,no,2925589,2926900
15,EC_subj_obj,normal,EC_subj_obj,normal,13,ubajec,positive,50_60,paired_cs,no,no,yes,2927919,2929980
15,EC_subj_obj,normal,EC_subj_obj,normal,14,trupfan,NA,NA,neither,no,no,yes,2931000,2933051
15,EC_subj_obj,normal,EC_subj_obj,normal,15,gowann,positive,90_10,paired_cs,yes,no,no,2934071,2935287
15,EC_subj_obj,normal,EC_subj_obj,normal,16,oesgubi,NA,NA,neither,no,no,yes,2936309,2939597
15,EC_subj_obj,normal,EC_subj_obj,normal,17,jaciyn,NA,NA,neither,no,no,yes,2940616,2942118
15,EC_subj_obj,normal,EC_subj_obj,normal,18,kiwehon,positive,30_40,paired_cs,no,yes,no,2943138,2950993
15,EC_subj_obj,normal,EC_subj_obj,normal,19,molkate,negative,50_60,paired_cs,yes,no,no,2952012,2956699
15,EC_subj_obj,normal,EC_subj_obj,normal,20,plonim,negative,50_60,distractor,no,no,yes,2957722,2959508
15,EC_subj_obj,normal,EC_subj_obj,normal,21,misukor,negative,70_80,distractor,no,no,yes,2960528,2962210
15,EC_subj_obj,normal,EC_subj_obj,normal,22,larnist,positive,90_10,paired_cs,yes,no,no,2963229,2965565
15,EC_subj_obj,normal,EC_subj_obj,normal,23,kumutoa,negative,70_80,paired_cs,no,no,yes,2966584,2969394
15,EC_subj_obj,normal,EC_subj_obj,normal,24,yosud,negative,90_10,paired_cs,yes,no,no,2970414,2971541
15,EC_subj_obj,normal,EC_subj_obj,normal,25,umeuken,positive,30_40,paired_cs,no,yes,no,2972560,2974058
15,EC_subj_obj,normal,EC_subj_obj,normal,26,botsy,positive,50_60,paired_cs,yes,no,no,2975077,2976389
15,EC_subj_obj,normal,EC_subj_obj,normal,27,emkruas,positive,50_60,paired_cs,no,no,yes,2977408,2979553
15,EC_subj_obj,normal,EC_subj_obj,normal,28,hiwawa,positive,30_40,distractor,yes,no,no,2980573,2981794
15,EC_subj_obj,normal,EC_subj_obj,normal,29,ampfong,negative,90_10,paired_cs,no,yes,no,2982816,2984221
15,EC_subj_obj,normal,EC_subj_obj,normal,30,pimuide,NA,NA,neither,no,no,yes,2985241,2987389
15,EC_subj_obj,normal,EC_subj_obj,normal,31,ursitz,negative,30_40,paired_cs,no,yes,no,2988408,2990556
15,EC_subj_obj,normal,EC_subj_obj,normal,32,fuhrrud,positive,90_10,distractor,no,no,yes,2991575,2992794
15,EC_subj_obj,normal,EC_subj_obj,normal,33,novuui,negative,50_60,paired_cs,no,no,yes,2993819,2997552
15,EC_subj_obj,normal,EC_subj_obj,normal,34,noste,NA,NA,neither,no,no,yes,2998571,3000253
15,EC_subj_obj,normal,EC_subj_obj,normal,35,sleshen,negative,30_40,distractor,no,yes,no,3001272,3002675
15,EC_subj_obj,normal,EC_subj_obj,normal,36,muoror,positive,30_40,paired_cs,no,yes,no,3003694,3004909
15,EC_subj_obj,normal,EC_subj_obj,normal,37,botuyn,NA,NA,neither,no,no,yes,3005928,3008746
15,EC_subj_obj,normal,EC_subj_obj,normal,38,kibono,positive,70_80,paired_cs,yes,no,no,3009765,3011543
15,EC_subj_obj,normal,EC_subj_obj,normal,39,uwimor,negative,30_40,paired_cs,no,yes,no,3012563,3013973
