subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
44,EC_only,inclusion,EC_only,inclusion,0,jaciyn,positive,70_80,paired_cs,1,1,yes,no,19886591994743
44,EC_only,inclusion,EC_only,inclusion,1,oesgubi,negative,30_40,paired_cs,1,1,no,yes,19957712000231
44,EC_only,inclusion,EC_only,inclusion,2,furasti,NA,NA,neither,1,1,no,yes,20012592004858
44,EC_only,inclusion,EC_only,inclusion,3,larnist,NA,NA,neither,1,1,no,yes,20058882007497
44,EC_only,inclusion,EC_only,inclusion,4,sebjukt,NA,NA,neither,1,1,no,yes,20085252010516
44,EC_only,inclusion,EC_only,inclusion,5,plistuk,NA,NA,neither,1,1,no,yes,20115442017470
44,EC_only,inclusion,EC_only,inclusion,6,emkruas,negative,50_60,paired_cs,1,1,no,yes,20184992022221
44,EC_only,inclusion,EC_only,inclusion,7,ubajec,positive,70_80,paired_cs,1,1,yes,no,20232502026716
44,EC_only,inclusion,EC_only,inclusion,8,plonim,positive,50_60,paired_cs,1,1,no,yes,20277452030481
44,EC_only,inclusion,EC_only,inclusion,9,laumens,NA,NA,neither,1,1,no,yes,20315092033490
44,EC_only,inclusion,EC_only,inclusion,10,fuhrrud,negative,90_10,paired_cs,1,1,no,yes,20345852050840
44,EC_only,inclusion,EC_only,inclusion,11,obacu,positive,90_10,paired_cs,1,1,yes,no,20518682053592
44,EC_only,inclusion,EC_only,inclusion,12,kiwehon,NA,NA,neither,1,1,yes,no,20546202056349
44,EC_only,inclusion,EC_only,inclusion,13,faloilo,NA,NA,neither,1,1,no,yes,20573772059714
44,EC_only,inclusion,EC_only,inclusion,14,yosud,negative,30_40,paired_cs,1,1,yes,no,20607422063707
44,EC_only,inclusion,EC_only,inclusion,15,doscho,NA,NA,neither,1,1,yes,no,20647352068311
44,EC_only,inclusion,EC_only,inclusion,16,medan,negative,70_80,paired_cs,1,1,no,yes,20693402072312
44,EC_only,inclusion,EC_only,inclusion,17,frask,positive,30_40,paired_cs,1,1,no,yes,20733402075560
44,EC_only,inclusion,EC_only,inclusion,18,novuui,positive,30_40,paired_cs,1,1,yes,no,20765882078318
44,EC_only,inclusion,EC_only,inclusion,19,muoror,negative,90_10,paired_cs,1,1,no,yes,20793462080825
44,EC_only,inclusion,EC_only,inclusion,20,fonstir,negative,90_10,paired_cs,1,1,yes,no,20818572088793
44,EC_only,inclusion,EC_only,inclusion,21,tewok,positive,70_80,paired_cs,1,1,yes,no,20898212091054
44,EC_only,inclusion,EC_only,inclusion,22,hiwawa,positive,50_60,paired_cs,1,1,yes,no,20920822092946
44,EC_only,inclusion,EC_only,inclusion,23,pimuide,negative,70_80,paired_cs,1,1,no,yes,20939742096327
44,EC_only,inclusion,EC_only,inclusion,24,imstind,positive,90_10,paired_cs,1,1,yes,no,20973552098715
44,EC_only,inclusion,EC_only,inclusion,25,ampfong,negative,50_60,paired_cs,1,1,no,yes,20997442103206
44,EC_only,inclusion,EC_only,inclusion,26,sprong,negative,70_80,paired_cs,1,1,no,yes,21042342105227
44,EC_only,inclusion,EC_only,inclusion,27,uwimor,NA,NA,neither,1,1,yes,no,21062592116022
44,EC_only,inclusion,EC_only,inclusion,28,kumutoa,NA,NA,neither,1,1,yes,no,21170502118653
44,EC_only,inclusion,EC_only,inclusion,29,stodeen,NA,NA,neither,1,1,yes,no,21196822121290
44,EC_only,inclusion,EC_only,inclusion,30,botsy,NA,NA,neither,1,1,yes,no,21223182123554
44,EC_only,inclusion,EC_only,inclusion,31,uhnong,NA,NA,neither,1,1,yes,no,21245822126437
44,EC_only,inclusion,EC_only,inclusion,32,botuyn,negative,50_60,paired_cs,1,1,yes,no,21274652128702
44,EC_only,inclusion,EC_only,inclusion,33,offukt,NA,NA,neither,1,1,yes,no,21297302131091
44,EC_only,inclusion,EC_only,inclusion,34,virlog,NA,NA,neither,1,1,no,yes,21321232133736
44,EC_only,inclusion,EC_only,inclusion,35,kibono,positive,30_40,paired_cs,1,1,yes,no,21347652136126
44,EC_only,inclusion,EC_only,inclusion,36,gowann,positive,90_10,paired_cs,1,1,yes,no,21371542138516
44,EC_only,inclusion,EC_only,inclusion,37,nalber,negative,30_40,paired_cs,1,1,no,yes,21395442146600
44,EC_only,inclusion,EC_only,inclusion,38,molkate,NA,NA,neither,1,1,yes,no,21476282149482
44,EC_only,inclusion,EC_only,inclusion,39,misukor,positive,50_60,paired_cs,1,1,yes,no,21505112152859
