subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
53,EC_only,exclusion,EC_only,exclusion,0,muoror,NA,NA,neither,10,1487222,1491078
53,EC_only,exclusion,EC_only,exclusion,1,emkruas,positive,50_60,paired_cs,10,1492097,1496439
53,EC_only,exclusion,EC_only,exclusion,2,sprong,NA,NA,neither,10,1497458,1499760
53,EC_only,exclusion,EC_only,exclusion,3,plistuk,negative,50_60,paired_cs,10,1500779,1501802
53,EC_only,exclusion,EC_only,exclusion,4,trupfan,negative,90_10,paired_cs,10,1502821,1504410
53,EC_only,exclusion,EC_only,exclusion,5,jaciyn,NA,NA,neither,11,1505430,1508853
53,EC_only,exclusion,EC_only,exclusion,6,banzon,NA,NA,neither,11,1509872,1511016
53,EC_only,exclusion,EC_only,exclusion,7,schese,NA,NA,neither,8,1512036,1513850
53,EC_only,exclusion,EC_only,exclusion,8,zofoll,positive,30_40,paired_cs,8,1514869,1516122
53,EC_only,exclusion,EC_only,exclusion,9,tewok,positive,90_10,paired_cs,12,1517140,1520667
53,EC_only,exclusion,EC_only,exclusion,10,laumens,positive,30_40,paired_cs,12,1521686,1522831
53,EC_only,exclusion,EC_only,exclusion,11,uwimor,negative,90_10,paired_cs,10,1523850,1526813
53,EC_only,exclusion,EC_only,exclusion,12,molkate,negative,70_80,paired_cs,10,1527833,1529779
53,EC_only,exclusion,EC_only,exclusion,13,hiwawa,NA,NA,neither,11,1530798,1536155
53,EC_only,exclusion,EC_only,exclusion,14,sleshen,positive,90_10,paired_cs,10,1537173,1540165
53,EC_only,exclusion,EC_only,exclusion,15,imstind,NA,NA,neither,10,1541184,1542437
53,EC_only,exclusion,EC_only,exclusion,16,gowann,negative,30_40,paired_cs,10,1543457,1544369
53,EC_only,exclusion,EC_only,exclusion,17,ampfong,positive,50_60,paired_cs,10,1545387,1546070
53,EC_only,exclusion,EC_only,exclusion,18,kantekt,negative,50_60,paired_cs,10,1547089,1547881
53,EC_only,exclusion,EC_only,exclusion,19,fuhrrud,negative,70_80,paired_cs,10,1548903,1549696
53,EC_only,exclusion,EC_only,exclusion,20,nalber,negative,90_10,paired_cs,10,1550715,1551281
53,EC_only,exclusion,EC_only,exclusion,21,ikzunt,positive,90_10,paired_cs,10,1552300,1553662
53,EC_only,exclusion,EC_only,exclusion,22,polust,NA,NA,neither,11,1554680,1557641
53,EC_only,exclusion,EC_only,exclusion,23,uhnong,positive,50_60,paired_cs,10,1558659,1560037
53,EC_only,exclusion,EC_only,exclusion,24,faloilo,NA,NA,neither,10,1561057,1561625
53,EC_only,exclusion,EC_only,exclusion,25,virlog,NA,NA,neither,7,1562644,1566066
53,EC_only,exclusion,EC_only,exclusion,26,oesgubi,positive,70_80,paired_cs,10,1567085,1568691
53,EC_only,exclusion,EC_only,exclusion,27,sebjukt,negative,30_40,paired_cs,10,1569710,1570504
53,EC_only,exclusion,EC_only,exclusion,28,larnist,NA,NA,neither,10,1571527,1572894
53,EC_only,exclusion,EC_only,exclusion,29,misukor,NA,NA,neither,10,1573913,1574706
53,EC_only,exclusion,EC_only,exclusion,30,umeuken,positive,70_80,paired_cs,10,1575725,1577091
53,EC_only,exclusion,EC_only,exclusion,31,kiwehon,NA,NA,neither,10,1578110,1579129
53,EC_only,exclusion,EC_only,exclusion,32,fonstir,negative,70_80,paired_cs,10,1580147,1581061
53,EC_only,exclusion,EC_only,exclusion,33,noste,NA,NA,neither,10,1582080,1583094
53,EC_only,exclusion,EC_only,exclusion,34,doscho,negative,30_40,paired_cs,12,1584113,1586845
53,EC_only,exclusion,EC_only,exclusion,35,stodeen,negative,50_60,paired_cs,10,1587864,1588894
53,EC_only,exclusion,EC_only,exclusion,36,hilejin,NA,NA,neither,10,1589913,1590944
53,EC_only,exclusion,EC_only,exclusion,37,medan,positive,70_80,paired_cs,10,1591963,1593780
53,EC_only,exclusion,EC_only,exclusion,38,permife,NA,NA,neither,10,1594800,1597077
53,EC_only,exclusion,EC_only,exclusion,39,botuyn,positive,30_40,paired_cs,10,1598096,1599235
