subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
65,EC_subj_only,normal,EC_subj_only,normal,0,pimuide,NA,NA,neither,no,no,yes,3995186,4007540
65,EC_subj_only,normal,EC_subj_only,normal,1,laumens,positive,50_60,paired_cs,no,no,yes,4008559,4014633
65,EC_subj_only,normal,EC_subj_only,normal,2,polust,NA,NA,neither,no,no,yes,4015653,4022038
65,EC_subj_only,normal,EC_subj_only,normal,3,zofoll,NA,NA,neither,no,no,yes,4023057,4026659
65,EC_subj_only,normal,EC_subj_only,normal,4,plistuk,negative,70_80,paired_cs,no,no,yes,4027678,4031584
65,EC_subj_only,normal,EC_subj_only,normal,5,misukor,positive,70_80,paired_cs,no,no,yes,4032603,4035262
65,EC_subj_only,normal,EC_subj_only,normal,6,virlog,NA,NA,neither,no,no,yes,4036284,4037524
65,EC_subj_only,normal,EC_subj_only,normal,7,medan,NA,NA,neither,no,no,yes,4038543,4039876
65,EC_subj_only,normal,EC_subj_only,normal,8,stodeen,negative,50_60,paired_cs,no,no,yes,4040895,4041465
65,EC_subj_only,normal,EC_subj_only,normal,9,doscho,negative,90_10,paired_cs,no,no,yes,4042484,4043153
65,EC_subj_only,normal,EC_subj_only,normal,10,fonstir,negative,90_10,paired_cs,no,no,yes,4044172,4044840
65,EC_subj_only,normal,EC_subj_only,normal,11,furasti,positive,90_10,paired_cs,no,no,yes,4045859,4046430
65,EC_subj_only,normal,EC_subj_only,normal,12,imstind,NA,NA,neither,no,no,yes,4047449,4048023
65,EC_subj_only,normal,EC_subj_only,normal,13,plonim,positive,30_40,paired_cs,no,no,yes,4049042,4049713
65,EC_subj_only,normal,EC_subj_only,normal,14,uwimor,positive,70_80,paired_cs,no,no,yes,4050732,4051304
65,EC_subj_only,normal,EC_subj_only,normal,15,kantekt,positive,90_10,paired_cs,no,no,yes,4052323,4053844
65,EC_subj_only,normal,EC_subj_only,normal,16,ikzunt,positive,30_40,paired_cs,no,no,yes,4054863,4055435
65,EC_subj_only,normal,EC_subj_only,normal,17,muoror,NA,NA,neither,no,no,yes,4056455,4057124
65,EC_subj_only,normal,EC_subj_only,normal,18,kiwehon,NA,NA,neither,no,no,yes,4058143,4059571
65,EC_subj_only,normal,EC_subj_only,normal,19,sleshen,negative,30_40,paired_cs,no,no,yes,4060590,4062107
65,EC_subj_only,normal,EC_subj_only,normal,20,banzon,negative,70_80,paired_cs,no,no,yes,4063126,4064558
65,EC_subj_only,normal,EC_subj_only,normal,21,oesgubi,positive,70_80,paired_cs,no,no,yes,4065577,4073176
65,EC_subj_only,normal,EC_subj_only,normal,22,kibono,negative,30_40,paired_cs,no,no,yes,4074195,4075147
65,EC_subj_only,normal,EC_subj_only,normal,23,offukt,NA,NA,neither,no,no,yes,4076166,4076738
65,EC_subj_only,normal,EC_subj_only,normal,24,noste,negative,30_40,paired_cs,no,no,yes,4077757,4078330
65,EC_subj_only,normal,EC_subj_only,normal,25,larnist,NA,NA,neither,no,no,yes,4079349,4080494
65,EC_subj_only,normal,EC_subj_only,normal,26,yosud,positive,30_40,paired_cs,no,no,yes,4081513,4083419
65,EC_subj_only,normal,EC_subj_only,normal,27,sebjukt,negative,50_60,paired_cs,no,no,yes,4084438,4085960
65,EC_subj_only,normal,EC_subj_only,normal,28,fuhrrud,NA,NA,neither,no,no,yes,4086980,4087838
65,EC_subj_only,normal,EC_subj_only,normal,29,botsy,negative,70_80,paired_cs,no,no,yes,4088857,4090489
65,EC_subj_only,normal,EC_subj_only,normal,30,permife,NA,NA,neither,no,no,yes,4091508,4092942
65,EC_subj_only,normal,EC_subj_only,normal,31,novuui,positive,90_10,paired_cs,no,no,yes,4093961,4094533
65,EC_subj_only,normal,EC_subj_only,normal,32,faloilo,positive,50_60,paired_cs,no,no,yes,4095552,4096123
65,EC_subj_only,normal,EC_subj_only,normal,33,uhnong,positive,50_60,paired_cs,no,no,yes,4097142,4097713
65,EC_subj_only,normal,EC_subj_only,normal,34,godacht,NA,NA,neither,no,no,yes,4098805,4099285
65,EC_subj_only,normal,EC_subj_only,normal,35,schese,NA,NA,neither,no,no,yes,4100305,4100872
65,EC_subj_only,normal,EC_subj_only,normal,36,hiwawa,NA,NA,neither,no,no,yes,4101891,4102462
65,EC_subj_only,normal,EC_subj_only,normal,37,molkate,negative,90_10,paired_cs,no,no,yes,4103481,4104052
65,EC_subj_only,normal,EC_subj_only,normal,38,trupfan,NA,NA,neither,no,no,yes,4105071,4105925
65,EC_subj_only,normal,EC_subj_only,normal,39,umeuken,negative,50_60,paired_cs,no,no,yes,4106945,4107517
