subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank
20,EC_only,normal,EC_only,normal,0,kumutoa,positive,30_40,paired_cs,15,1493121,1498623
20,EC_only,normal,EC_only,normal,1,godacht,NA,NA,neither,18,1499642,1504492
20,EC_only,normal,EC_only,normal,2,faloilo,positive,70_80,paired_cs,7,1505511,1509337
20,EC_only,normal,EC_only,normal,3,umeuken,NA,NA,neither,3,1510357,1515080
20,EC_only,normal,EC_only,normal,4,uwimor,negative,30_40,paired_cs,7,1516099,1521372
20,EC_only,normal,EC_only,normal,5,emkruas,positive,90_10,paired_cs,16,1522391,1526558
20,EC_only,normal,EC_only,normal,6,furasti,NA,NA,neither,13,1527577,1531074
20,EC_only,normal,EC_only,normal,7,ubajec,positive,50_60,paired_cs,4,1532092,1536820
20,EC_only,normal,EC_only,normal,8,nalber,negative,70_80,paired_cs,10,1537838,1540218
20,EC_only,normal,EC_only,normal,9,fuhrrud,negative,90_10,paired_cs,0,1541236,1544392
20,EC_only,normal,EC_only,normal,10,noste,positive,70_80,paired_cs,5,1545410,1550370
20,EC_only,normal,EC_only,normal,11,sebjukt,NA,NA,neither,9,1551389,1557294
20,EC_only,normal,EC_only,normal,12,ampfong,negative,50_60,paired_cs,13,1558313,1562387
20,EC_only,normal,EC_only,normal,13,medan,negative,30_40,paired_cs,6,1563405,1567354
20,EC_only,normal,EC_only,normal,14,oesgubi,NA,NA,neither,4,1568373,1571083
20,EC_only,normal,EC_only,normal,15,yosud,NA,NA,neither,2,1572102,1574019
20,EC_only,normal,EC_only,normal,16,muoror,NA,NA,neither,1,1575039,1577174
20,EC_only,normal,EC_only,normal,17,doscho,NA,NA,neither,1,1578193,1579765
20,EC_only,normal,EC_only,normal,18,frask,positive,90_10,paired_cs,19,1580783,1582483
20,EC_only,normal,EC_only,normal,19,zofoll,NA,NA,neither,2,1583502,1585192
20,EC_only,normal,EC_only,normal,20,laumens,positive,30_40,paired_cs,8,1586211,1589590
20,EC_only,normal,EC_only,normal,21,permife,NA,NA,neither,8,1590610,1593888
20,EC_only,normal,EC_only,normal,22,botuyn,positive,50_60,paired_cs,4,1594907,1596944
20,EC_only,normal,EC_only,normal,23,banzon,positive,90_10,paired_cs,15,1597963,1599867
20,EC_only,normal,EC_only,normal,24,obacu,positive,50_60,paired_cs,8,1600885,1603713
20,EC_only,normal,EC_only,normal,25,jaciyn,positive,30_40,paired_cs,5,1604732,1608010
20,EC_only,normal,EC_only,normal,26,sprong,negative,30_40,paired_cs,11,1609029,1613002
20,EC_only,normal,EC_only,normal,27,hiwawa,negative,90_10,paired_cs,15,1614021,1617968
20,EC_only,normal,EC_only,normal,28,plistuk,NA,NA,neither,4,1618986,1621249
20,EC_only,normal,EC_only,normal,29,imstind,NA,NA,neither,13,1622267,1624538
20,EC_only,normal,EC_only,normal,30,uhnong,negative,50_60,paired_cs,2,1625558,1627247
20,EC_only,normal,EC_only,normal,31,stodeen,positive,70_80,paired_cs,13,1628265,1632779
20,EC_only,normal,EC_only,normal,32,tewok,NA,NA,neither,6,1633798,1636623
20,EC_only,normal,EC_only,normal,33,trupfan,negative,70_80,paired_cs,3,1637641,1639933
20,EC_only,normal,EC_only,normal,34,novuui,negative,70_80,paired_cs,1,1640951,1643317
20,EC_only,normal,EC_only,normal,35,polust,NA,NA,neither,1,1644336,1645800
20,EC_only,normal,EC_only,normal,36,plonim,NA,NA,neither,1,1646819,1648624
20,EC_only,normal,EC_only,normal,37,virlog,negative,50_60,paired_cs,4,1649642,1651786
20,EC_only,normal,EC_only,normal,38,fonstir,negative,90_10,paired_cs,13,1652808,1655862
20,EC_only,normal,EC_only,normal,39,schese,NA,NA,neither,12,1656880,1660386
