subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_dk,time_vm_form,time_vm_blank
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,0,zofoll,positive,90_10,paired_cs,yes,no,no,3429739,3438261
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,1,nalber,positive,50_60,paired_cs,yes,no,no,3439281,3440781
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,2,frask,negative,50_60,distractor,no,no,yes,3441800,3443863
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,3,novuui,NA,NA,neither,no,no,yes,3444882,3445819
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,4,laumens,positive,70_80,paired_cs,no,yes,no,3446842,3449744
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,5,kiwehon,positive,70_80,paired_cs,no,yes,no,3450763,3452077
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,6,faloilo,negative,30_40,paired_cs,no,no,yes,3453096,3454501
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,7,noste,negative,50_60,paired_cs,no,yes,no,3455520,3457112
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,8,pimuide,positive,70_80,distractor,no,no,yes,3458152,3459461
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,9,tewok,negative,30_40,distractor,no,no,yes,3460480,3461605
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,10,jaciyn,negative,50_60,paired_cs,no,yes,no,3462624,3463840
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,11,virlog,NA,NA,neither,no,no,yes,3464859,3465982
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,12,sleshen,positive,30_40,distractor,no,no,yes,3467001,3467939
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,13,plistuk,positive,50_60,distractor,no,no,yes,3468958,3470358
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,14,ursitz,negative,70_80,paired_cs,no,yes,no,3471378,3472689
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,15,botsy,negative,70_80,distractor,no,no,yes,3473709,3474735
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,16,uhnong,positive,50_60,paired_cs,yes,no,no,3475754,3480428
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,17,kumutoa,negative,90_10,paired_cs,no,yes,no,3481451,3483045
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,18,misukor,negative,70_80,paired_cs,no,no,yes,3484065,3485755
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,19,ubajec,negative,70_80,paired_cs,no,yes,no,3486774,3487811
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,20,furasti,negative,90_10,paired_cs,no,yes,no,3488830,3490421
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,21,plonim,NA,NA,neither,no,no,yes,3491445,3492757
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,22,fonstir,positive,30_40,paired_cs,yes,no,no,3493776,3495748
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,23,sprong,negative,90_10,distractor,no,no,yes,3496767,3498079
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,24,hilejin,NA,NA,neither,no,no,yes,3499098,3500317
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,25,ikzunt,positive,90_10,paired_cs,no,yes,no,3501336,3502559
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,26,obacu,NA,NA,neither,no,no,yes,3503579,3504606
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,27,larnist,positive,90_10,distractor,no,no,yes,3505625,3506468
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,28,godacht,positive,90_10,paired_cs,no,no,yes,3507487,3516118
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,29,trupfan,positive,30_40,paired_cs,no,no,yes,3517137,3517978
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,30,molkate,positive,30_40,paired_cs,yes,no,no,3519000,3520596
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,31,umeuken,negative,50_60,paired_cs,no,yes,no,3521616,3523208
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,32,doscho,NA,NA,neither,no,no,yes,3524227,3525629
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,33,schese,negative,30_40,paired_cs,no,no,yes,3526648,3527396
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,34,muoror,NA,NA,neither,no,no,yes,3528420,3529261
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,35,sebjukt,negative,30_40,paired_cs,no,yes,no,3530281,3532066
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,36,banzon,NA,NA,neither,no,no,yes,3533086,3534584
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,37,uwimor,positive,70_80,paired_cs,no,yes,no,3535603,3537013
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,38,hiwawa,positive,50_60,paired_cs,yes,no,no,3538032,3540205
59,EC_subj_obj,exclusion,EC_subj_obj,exclusion,39,ampfong,negative,90_10,paired_cs,no,yes,no,3541224,3542259
