subject_nr,blocknr,trialnr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1,vis_option_6_resp,vis_option_5_resp,vis_option_4_resp,vis_option_3_resp,vis_option_2_resp,vis_option_1_resp,time_gesehen_form,time_trial_logger
1,1,0,cs27.bmp,neg,100,us_neg_9.bmp,1000,maske_3.bmp,500,maske_12.bmp,900,cs20.bmp,cs19.bmp,cs16.bmp,cs21.bmp,cs22.bmp,cs18.bmp,no,no,no,no,no,yes,22291,24141
1,1,1,cs15.bmp,neg,30,us_neg_35.bmp,1000,maske_11.bmp,500,maske_5.bmp,970,cs14.bmp,cs15.bmp,cs16.bmp,cs24.bmp,cs21.bmp,cs18.bmp,no,yes,no,no,no,no,26702,27520
1,1,2,cs23.bmp,pos,900,us_pos_15.bmp,1000,maske_1.bmp,500,maske_8.bmp,100,cs3.bmp,cs2.bmp,cs10.bmp,cs1.bmp,cs11.bmp,cs12.bmp,yes,no,no,no,no,no,29974,31176
1,1,3,cs11.bmp,pos,30,us_pos_22.bmp,1000,maske_2.bmp,500,maske_4.bmp,970,cs7.bmp,cs3.bmp,cs6.bmp,cs8.bmp,cs5.bmp,cs10.bmp,no,no,yes,no,no,no,33621,34827
1,1,4,cs12.bmp,neg,30,us_neg_2.bmp,1000,maske_3.bmp,500,maske_11.bmp,970,cs18.bmp,cs16.bmp,cs13.bmp,cs19.bmp,cs22.bmp,cs20.bmp,no,no,no,no,no,yes,37279,38085
1,1,5,cs9.bmp,pos,30,us_pos_19.bmp,1000,maske_1.bmp,500,maske_12.bmp,970,cs3.bmp,cs10.bmp,cs5.bmp,cs8.bmp,cs11.bmp,cs7.bmp,no,no,no,no,yes,no,40538,41317
1,1,6,cs21.bmp,neu,30,us_neu_9.bmp,1000,maske_4.bmp,500,maske_11.bmp,970,us_neu_27.bmp,us_neu_35.bmp,us_neu_9.bmp,us_neu_6.bmp,us_neu_22.bmp,us_neu_7.bmp,no,yes,no,no,no,no,43773,44544
1,1,7,cs14.bmp,neg,30,us_neg_35.bmp,1000,maske_12.bmp,500,maske_11.bmp,970,cs22.bmp,cs20.bmp,cs16.bmp,cs17.bmp,cs23.bmp,cs14.bmp,no,no,no,yes,no,no,46986,48286
1,1,8,cs13.bmp,neg,30,us_neg_26.bmp,1000,maske_6.bmp,500,maske_3.bmp,970,cs20.bmp,cs14.bmp,cs19.bmp,cs22.bmp,cs17.bmp,cs21.bmp,yes,no,no,no,no,no,50739,51946
1,1,9,cs21.bmp,neu,30,us_neu_1.bmp,1000,maske_2.bmp,500,maske_3.bmp,970,us_neu_5.bmp,us_neu_20.bmp,us_neu_10.bmp,us_neu_11.bmp,us_neu_25.bmp,us_neu_1.bmp,no,no,yes,no,no,no,54398,55500
1,1,10,cs20.bmp,neu,900,us_neu_30.bmp,1000,maske_11.bmp,500,maske_3.bmp,100,us_neu_34.bmp,us_neu_1.bmp,us_neu_30.bmp,us_neu_10.bmp,us_neu_2.bmp,us_neu_5.bmp,no,no,no,no,yes,no,57951,59405
1,1,11,cs28.bmp,neg,900,us_neg_23.bmp,1000,maske_7.bmp,500,maske_11.bmp,100,cs18.bmp,cs17.bmp,cs19.bmp,cs24.bmp,cs22.bmp,cs23.bmp,no,no,yes,no,no,no,61856,63729
1,1,12,cs2.bmp,neg,100,us_neg_5.bmp,1000,maske_2.bmp,500,maske_10.bmp,900,cs17.bmp,cs19.bmp,cs16.bmp,cs24.bmp,cs13.bmp,cs21.bmp,no,no,no,no,yes,no,66175,67194
1,1,13,cs26.bmp,pos,100,us_pos_10.bmp,1000,maske_3.bmp,500,maske_4.bmp,900,cs12.bmp,cs9.bmp,cs1.bmp,cs3.bmp,cs5.bmp,cs11.bmp,no,no,no,no,no,yes,69645,70847
1,1,14,cs17.bmp,neu,30,us_neu_24.bmp,1000,maske_6.bmp,500,maske_1.bmp,970,us_neu_24.bmp,us_neu_9.bmp,us_neu_31.bmp,us_neu_19.bmp,us_neu_32.bmp,us_neu_23.bmp,no,no,no,no,yes,no,73303,74347
1,1,15,cs12.bmp,neg,30,us_neg_34.bmp,1000,maske_10.bmp,500,maske_7.bmp,970,cs22.bmp,cs15.bmp,cs18.bmp,cs16.bmp,cs21.bmp,cs20.bmp,no,yes,no,no,no,no,76797,78185
1,1,16,cs13.bmp,neg,30,us_neg_11.bmp,1000,maske_7.bmp,500,maske_4.bmp,970,cs15.bmp,cs13.bmp,cs20.bmp,cs17.bmp,cs19.bmp,cs23.bmp,no,no,no,yes,no,no,80633,81980
