sid,bid,tid,material,instructions,effects,stimulus_location,response_location,response_time,response_deadline,error,confidence
18,1,1,deterministic,sequence concealed,contingent sound,3,3,0.579,0.9,0,
18,1,2,deterministic,sequence concealed,contingent sound,6,6,0.4615,0.9,0,
18,1,3,deterministic,sequence concealed,contingent sound,1,1,0.3779,0.9,0,
18,1,4,deterministic,sequence concealed,contingent sound,4,4,0.3429,0.9,0,
18,1,5,deterministic,sequence concealed,contingent sound,2,2,0.4894,0.9,0,
18,1,6,deterministic,sequence concealed,contingent sound,3,3,0.5659,0.9,0,
18,1,7,deterministic,sequence concealed,contingent sound,4,4,0.4684,0.9,0,
18,1,8,deterministic,sequence concealed,contingent sound,5,5,0.3498,0.9,0,
18,1,9,deterministic,sequence concealed,contingent sound,1,1,0.4336,0.9,0,
18,1,10,deterministic,sequence concealed,contingent sound,3,3,0.3638,0.9,0,
18,1,11,deterministic,sequence concealed,contingent sound,5,5,0.462,0.9,0,
18,1,12,deterministic,sequence concealed,contingent sound,4,4,0.5659,0.9,0,
18,1,13,deterministic,sequence concealed,contingent sound,6,6,0.4477,0.9,0,
18,1,14,deterministic,sequence concealed,contingent sound,2,2,0.3498,0.9,0,
18,1,15,deterministic,sequence concealed,contingent sound,5,5,0.4894,0.9,0,
18,1,16,deterministic,sequence concealed,contingent sound,3,3,0.3716,0.9,0,
18,1,17,deterministic,sequence concealed,contingent sound,2,2,0.4545,0.9,0,
18,1,18,deterministic,sequence concealed,contingent sound,6,6,0.4335,0.9,0,
18,1,19,deterministic,sequence concealed,contingent sound,5,5,0.4542,0.9,0,
18,1,20,deterministic,sequence concealed,contingent sound,2,2,0.5102,0.9,0,
18,1,21,deterministic,sequence concealed,contingent sound,1,1,0.3778,0.9,0,
18,1,22,deterministic,sequence concealed,contingent sound,6,6,0.4824,0.9,0,
18,1,23,deterministic,sequence concealed,contingent sound,3,3,0.5102,0.9,0,
18,1,24,deterministic,sequence concealed,contingent sound,1,1,0.4474,0.9,0,
18,1,25,deterministic,sequence concealed,contingent sound,2,2,0.3359,0.8,0,
18,1,26,deterministic,sequence concealed,contingent sound,4,4,0.3501,0.8,0,
18,1,27,deterministic,sequence concealed,contingent sound,1,1,0.4195,0.8,0,
18,1,28,deterministic,sequence concealed,contingent sound,5,5,0.4823,0.8,0,
18,1,29,deterministic,sequence concealed,contingent sound,6,6,0.3429,0.8,0,
18,1,30,deterministic,sequence concealed,contingent sound,4,4,0.4617,0.8,0,
18,1,31,deterministic,sequence concealed,contingent sound,3,3,0.4407,0.8,0,
18,1,32,deterministic,sequence concealed,contingent sound,6,6,0.4055,0.8,0,
18,1,33,deterministic,sequence concealed,contingent sound,1,1,0.3286,0.8,0,
18,1,34,deterministic,sequence concealed,contingent sound,4,4,0.3222,0.8,0,
18,1,35,deterministic,sequence concealed,contingent sound,2,2,0.3847,0.8,0,
