sid,bid,tid,material,instructions,effects,stimulus_location,response_location,response_time,response_deadline,error,confidence
28,1,1,deterministic,sequence concealed,contingent sound,3,3,0.6581,0.9,0,
28,1,2,deterministic,sequence concealed,contingent sound,5,5,0.6636,0.9,0,
28,1,3,deterministic,sequence concealed,contingent sound,1,1,0.5385,0.9,0,
28,1,4,deterministic,sequence concealed,contingent sound,2,2,0.4895,0.9,0,
28,1,5,deterministic,sequence concealed,contingent sound,4,4,0.7829,0.9,0,
28,1,6,deterministic,sequence concealed,contingent sound,5,5,0.5041,0.9,0,
28,1,7,deterministic,sequence concealed,contingent sound,3,3,0.6987,0.9,0,
28,1,8,deterministic,sequence concealed,contingent sound,4,4,0.7336,0.9,0,
28,1,9,deterministic,sequence concealed,contingent sound,2,2,0.6568,0.9,0,
28,1,10,deterministic,sequence concealed,contingent sound,6,6,0.727,0.9,0,
28,1,11,deterministic,sequence concealed,contingent sound,1,1,0.573,0.9,0,
28,1,12,deterministic,sequence concealed,contingent sound,4,5,0.6366,0.9,1,
28,1,13,deterministic,sequence concealed,contingent sound,3,3,1.9016,0.9,0,
28,1,14,deterministic,sequence concealed,contingent sound,1,1,0.5224,0.9,0,
28,1,15,deterministic,sequence concealed,contingent sound,6,6,0.5941,0.9,0,
28,1,16,deterministic,sequence concealed,contingent sound,5,5,0.5805,0.9,0,
28,1,17,deterministic,sequence concealed,contingent sound,2,2,0.5941,0.9,0,
28,1,18,deterministic,sequence concealed,contingent sound,1,1,0.4753,0.9,0,
28,1,19,deterministic,sequence concealed,contingent sound,3,3,0.685,0.9,0,
28,1,20,deterministic,sequence concealed,contingent sound,2,2,0.4893,0.9,0,
28,1,21,deterministic,sequence concealed,contingent sound,5,5,0.7059,0.9,0,
28,1,22,deterministic,sequence concealed,contingent sound,4,4,0.5246,0.9,0,
28,1,23,deterministic,sequence concealed,contingent sound,6,6,0.587,0.9,0,
28,1,24,deterministic,sequence concealed,contingent sound,2,2,0.615,0.9,0,
28,1,25,deterministic,sequence concealed,contingent sound,3,3,0.6081,0.8,0,
28,1,26,deterministic,sequence concealed,contingent sound,6,6,0.636,0.8,0,
28,1,27,deterministic,sequence concealed,contingent sound,4,4,0.6638,0.8,0,
28,1,28,deterministic,sequence concealed,contingent sound,1,1,0.566,0.8,0,
28,1,29,deterministic,sequence concealed,contingent sound,5,5,0.6012,0.8,0,
28,1,30,deterministic,sequence concealed,contingent sound,6,6,0.5243,0.8,0,
28,1,31,deterministic,sequence concealed,contingent sound,3,3,0.7061,0.8,0,
28,1,32,deterministic,sequence concealed,contingent sound,5,5,0.5454,0.8,0,
28,1,33,deterministic,sequence concealed,contingent sound,1,1,0.573,0.8,0,
28,1,34,deterministic,sequence concealed,contingent sound,2,2,0.5037,0.8,0,
28,1,35,deterministic,sequence concealed,contingent sound,4,4,0.5874,0.8,0,
28,1,36,deterministic,sequence concealed,contingent sound,5,5,0.4684,0.8,0,
28,1,37,deterministic,sequence concealed,contingent sound,3,3,0.8382,0.8,0,
28,1,38,deterministic,sequence concealed,contingent sound,4,4,0.9986,0.8,0,
28,1,39,deterministic,sequence concealed,contingent sound,2,2,0.3855,0.8,0,
28,1,40,deterministic,sequence concealed,contingent sound,6,6,0.4754,0.8,0,
28,1,41,deterministic,sequence concealed,contingent sound,1,1,0.5242,0.8,0,
28,1,42,deterministic,sequence concealed,contingent sound,4,4,0.629,0.8,0,
28,1,43,deterministic,sequence concealed,contingent sound,3,2,0.5871,0.8,1,
28,1,44,deterministic,sequence concealed,contingent sound,1,1,0.4087,0.8,0,
28,1,45,deterministic,sequence concealed,contingent sound,6,6,0.4128,0.8,0,
28,1,46,deterministic,sequence concealed,contingent sound,5,5,0.4408,0.8,0,
28,1,47,deterministic,sequence concealed,contingent sound,2,2,0.5872,0.8,0,
28,1,48,deterministic,sequence concealed,contingent sound,1,1,0.4754,0.8,0,
28,1,49,deterministic,sequence concealed,contingent sound,3,3,0.5521,0.7,0,
28,1,50,deterministic,sequence concealed,contingent sound,2,2,0.4688,0.7,0,
28,1,51,deterministic,sequence concealed,contingent sound,5,5,0.6847,0.7,0,
28,1,52,deterministic,sequence concealed,contingent sound,4,4,0.4754,0.7,0,
28,1,53,deterministic,sequence concealed,contingent sound,6,6,0.4265,0.7,0,
