sid,bid,tid,material,instructions,effects,stimulus_location,response_location,response_time,response_deadline,error,confidence
52,1,1,deterministic,sequence concealed,contingent sound,4,4,0.7163,0.9,0,
52,1,2,deterministic,sequence concealed,contingent sound,1,1,0.4895,0.9,0,
52,1,3,deterministic,sequence concealed,contingent sound,3,3,0.5172,0.9,0,
52,1,4,deterministic,sequence concealed,contingent sound,5,5,0.5032,0.9,0,
52,1,5,deterministic,sequence concealed,contingent sound,2,2,0.4407,0.9,0,
52,1,6,deterministic,sequence concealed,contingent sound,4,4,0.4197,0.9,0,
52,1,7,deterministic,sequence concealed,contingent sound,3,3,0.4271,0.9,0,
52,1,8,deterministic,sequence concealed,contingent sound,2,2,0.4056,0.9,0,
52,1,9,deterministic,sequence concealed,contingent sound,6,6,0.3988,0.9,0,
52,1,10,deterministic,sequence concealed,contingent sound,5,5,0.3847,0.9,0,
52,1,11,deterministic,sequence concealed,contingent sound,3,3,0.4544,0.9,0,
52,1,12,deterministic,sequence concealed,contingent sound,1,1,0.392,0.9,0,
52,1,13,deterministic,sequence concealed,contingent sound,5,5,0.4126,0.9,0,
52,1,14,deterministic,sequence concealed,contingent sound,4,4,0.3638,0.9,0,
52,1,15,deterministic,sequence concealed,contingent sound,2,2,0.336,0.9,0,
52,1,16,deterministic,sequence concealed,contingent sound,5,5,0.4196,0.9,0,
52,1,17,deterministic,sequence concealed,contingent sound,1,1,0.343,0.9,0,
52,1,18,deterministic,sequence concealed,contingent sound,6,6,0.3291,0.9,0,
52,1,19,deterministic,sequence concealed,contingent sound,2,2,0.3779,0.9,0,
52,1,20,deterministic,sequence concealed,contingent sound,1,1,0.4544,0.9,0,
52,1,21,deterministic,sequence concealed,contingent sound,4,4,0.35,0.9,0,
52,1,22,deterministic,sequence concealed,contingent sound,6,6,0.3706,0.9,0,
52,1,23,deterministic,sequence concealed,contingent sound,1,1,0.4127,0.9,0,
52,1,24,deterministic,sequence concealed,contingent sound,2,2,0.3362,0.9,0,
52,1,25,deterministic,sequence concealed,contingent sound,3,3,0.4685,0.8,0,
52,1,26,deterministic,sequence concealed,contingent sound,6,6,0.3569,0.8,0,
52,1,27,deterministic,sequence concealed,contingent sound,4,4,0.3575,0.8,0,
