sid,bid,tid,material,instructions,effects,stimulus_location,response_location,response_time,response_deadline,error,confidence
41,1,1,deterministic,sequence concealed,none,5,5,16.4976,0.9,0,
41,1,2,deterministic,sequence concealed,none,1,1,2.1264,0.9,0,
41,1,3,deterministic,sequence concealed,none,2,2,0.7269,0.9,0,
41,1,4,deterministic,sequence concealed,none,5,5,1.1729,0.9,0,
41,1,5,deterministic,sequence concealed,none,6,6,0.7032,0.9,0,
41,1,6,deterministic,sequence concealed,none,3,3,0.741,0.9,0,
41,1,7,deterministic,sequence concealed,none,2,2,0.5242,0.9,0,
41,1,8,deterministic,sequence concealed,none,4,4,0.6081,0.9,0,
41,1,9,deterministic,sequence concealed,none,3,3,0.9288,0.9,0,
41,1,10,deterministic,sequence concealed,none,5,5,0.9218,0.9,0,
41,1,11,deterministic,sequence concealed,none,2,2,3.2562,0.9,0,
41,1,12,deterministic,sequence concealed,none,1,1,1.236,0.9,0,
41,1,13,deterministic,sequence concealed,none,4,4,0.6507,0.9,0,
41,1,14,deterministic,sequence concealed,none,2,2,0.5592,0.9,0,
41,1,15,deterministic,sequence concealed,none,6,6,0.5242,0.9,0,
41,1,16,deterministic,sequence concealed,none,5,5,0.4824,0.9,0,
41,1,17,deterministic,sequence concealed,none,4,4,0.4127,0.9,0,
41,1,18,deterministic,sequence concealed,none,6,6,0.4893,0.9,0,
41,1,19,deterministic,sequence concealed,none,2,2,0.8522,0.9,0,
41,1,20,deterministic,sequence concealed,none,3,3,0.6289,0.9,0,
41,1,21,deterministic,sequence concealed,none,1,1,0.5941,0.9,0,
41,1,22,deterministic,sequence concealed,none,6,6,0.7405,0.9,0,
41,1,23,deterministic,sequence concealed,none,4,4,0.6079,0.9,0,
41,1,24,deterministic,sequence concealed,none,1,1,0.5732,0.9,0,
41,1,25,deterministic,sequence concealed,none,3,3,0.7198,0.8,0,
41,1,26,deterministic,sequence concealed,none,6,6,0.5242,0.8,0,
41,1,27,deterministic,sequence concealed,none,1,1,0.5942,0.8,0,
41,1,28,deterministic,sequence concealed,none,5,5,0.8102,0.8,0,
41,1,29,deterministic,sequence concealed,none,3,3,0.6406,0.8,0,
41,1,30,deterministic,sequence concealed,none,4,4,0.608,0.8,0,
41,1,31,deterministic,sequence concealed,none,5,5,0.6148,0.8,0,
41,1,32,deterministic,sequence concealed,none,1,1,0.5663,0.8,0,
41,1,33,deterministic,sequence concealed,none,2,2,0.5595,0.8,0,
41,1,34,deterministic,sequence concealed,none,5,5,0.6636,0.8,0,
41,1,35,deterministic,sequence concealed,none,6,6,0.566,0.8,0,
41,1,36,deterministic,sequence concealed,none,3,3,0.6638,0.8,0,
41,1,37,deterministic,sequence concealed,none,2,2,0.5802,0.8,0,
41,1,38,deterministic,sequence concealed,none,4,4,0.657,0.8,0,
41,1,39,deterministic,sequence concealed,none,3,3,0.615,0.8,0,
41,1,40,deterministic,sequence concealed,none,5,5,0.5872,0.8,0,
41,1,41,deterministic,sequence concealed,none,2,2,0.5661,0.8,0,
41,1,42,deterministic,sequence concealed,none,1,1,0.6638,0.8,0,
41,1,43,deterministic,sequence concealed,none,4,4,0.6984,0.8,0,
41,1,44,deterministic,sequence concealed,none,2,2,0.5732,0.8,0,
41,1,45,deterministic,sequence concealed,none,6,6,0.5453,0.8,0,
41,1,46,deterministic,sequence concealed,none,5,5,0.7474,0.8,0,
41,1,47,deterministic,sequence concealed,none,4,4,0.559,0.8,0,
41,1,48,deterministic,sequence concealed,none,6,6,0.4755,0.8,0,
41,1,49,deterministic,sequence concealed,none,2,2,0.7964,0.7,0,
41,1,50,deterministic,sequence concealed,none,3,3,0.5803,0.7,0,
41,1,51,deterministic,sequence concealed,none,1,1,0.5244,0.7,0,
41,1,52,deterministic,sequence concealed,none,6,6,0.5592,0.7,0,
41,1,53,deterministic,sequence concealed,none,4,4,0.4964,0.7,0,
41,1,54,deterministic,sequence concealed,none,1,1,0.5591,0.7,0,
41,1,55,deterministic,sequence concealed,none,3,3,0.6498,0.7,0,
