sid,bid,tid,material,instructions,effects,stimulus_location,response_location,response_time,response_deadline,error,confidence
22,1,1,deterministic,sequence concealed,contingent sound,6,6,0.6237,0.9,0,
22,1,2,deterministic,sequence concealed,contingent sound,4,4,0.5598,0.9,0,
22,1,3,deterministic,sequence concealed,contingent sound,1,1,0.4965,0.9,0,
22,1,4,deterministic,sequence concealed,contingent sound,3,3,0.5175,0.9,0,
22,1,5,deterministic,sequence concealed,contingent sound,5,5,0.7683,0.9,0,
22,1,6,deterministic,sequence concealed,contingent sound,1,1,0.5314,0.9,0,
22,1,7,deterministic,sequence concealed,contingent sound,4,4,0.6917,0.9,0,
22,1,8,deterministic,sequence concealed,contingent sound,2,2,0.5313,0.9,0,
22,1,9,deterministic,sequence concealed,contingent sound,5,5,0.6011,0.9,0,
22,1,10,deterministic,sequence concealed,contingent sound,3,3,1.0759,0.9,0,
22,1,11,deterministic,sequence concealed,contingent sound,6,6,0.5735,0.9,0,
22,1,12,deterministic,sequence concealed,contingent sound,5,5,0.5313,0.9,0,
22,1,13,deterministic,sequence concealed,contingent sound,2,2,0.5871,0.9,0,
22,1,14,deterministic,sequence concealed,contingent sound,1,1,0.4685,0.9,0,
22,1,15,deterministic,sequence concealed,contingent sound,6,6,0.5314,0.9,0,
22,1,16,deterministic,sequence concealed,contingent sound,3,3,0.636,0.9,0,
22,1,17,deterministic,sequence concealed,contingent sound,4,4,0.6149,0.9,0,
22,1,18,deterministic,sequence concealed,contingent sound,6,6,0.4197,0.9,0,
22,1,19,deterministic,sequence concealed,contingent sound,1,1,0.3917,0.9,0,
22,1,20,deterministic,sequence concealed,contingent sound,5,5,0.6221,0.9,0,
22,1,21,deterministic,sequence concealed,contingent sound,4,4,0.4963,0.9,0,
22,1,22,deterministic,sequence concealed,contingent sound,3,3,0.6637,0.9,0,
22,1,23,deterministic,sequence concealed,contingent sound,2,2,0.4686,0.9,0,
22,1,24,deterministic,sequence concealed,contingent sound,4,4,0.4963,0.9,0,
22,1,25,deterministic,sequence concealed,contingent sound,5,5,0.4966,0.8,0,
22,1,26,deterministic,sequence concealed,contingent sound,6,6,0.3849,0.8,0,
22,1,27,deterministic,sequence concealed,contingent sound,2,2,0.5033,0.8,0,
22,1,28,deterministic,sequence concealed,contingent sound,3,3,0.6713,0.8,0,
22,1,29,deterministic,sequence concealed,contingent sound,1,1,0.4546,0.8,0,
22,1,30,deterministic,sequence concealed,contingent sound,2,2,0.5451,0.8,0,
22,1,31,deterministic,sequence concealed,contingent sound,6,6,0.4686,0.8,0,
22,1,32,deterministic,sequence concealed,contingent sound,4,4,0.5178,0.8,0,
22,1,33,deterministic,sequence concealed,contingent sound,1,1,0.4686,0.8,0,
22,1,34,deterministic,sequence concealed,contingent sound,3,3,0.5663,0.8,0,
22,1,35,deterministic,sequence concealed,contingent sound,5,5,0.5591,0.8,0,
22,1,36,deterministic,sequence concealed,contingent sound,1,1,0.4196,0.8,0,
22,1,37,deterministic,sequence concealed,contingent sound,4,4,0.4896,0.8,0,
22,1,38,deterministic,sequence concealed,contingent sound,2,2,0.4685,0.8,0,
22,1,39,deterministic,sequence concealed,contingent sound,5,5,0.65,0.8,0,
22,1,40,deterministic,sequence concealed,contingent sound,3,3,0.7335,0.8,0,
22,1,41,deterministic,sequence concealed,contingent sound,6,6,0.4057,0.8,0,
22,1,42,deterministic,sequence concealed,contingent sound,5,5,0.5591,0.8,0,
22,1,43,deterministic,sequence concealed,contingent sound,2,2,0.5103,0.8,0,
22,1,44,deterministic,sequence concealed,contingent sound,1,1,0.4615,0.8,0,
22,1,45,deterministic,sequence concealed,contingent sound,6,6,0.5311,0.8,0,
22,1,46,deterministic,sequence concealed,contingent sound,3,3,0.5731,0.8,0,
22,1,47,deterministic,sequence concealed,contingent sound,4,4,0.6289,0.8,0,
22,1,48,deterministic,sequence concealed,contingent sound,6,6,0.4266,0.8,0,
22,1,49,deterministic,sequence concealed,contingent sound,1,1,0.4825,0.7,0,
22,1,50,deterministic,sequence concealed,contingent sound,5,5,0.7126,0.7,0,
22,1,51,deterministic,sequence concealed,contingent sound,4,4,0.448,0.7,0,
22,1,52,deterministic,sequence concealed,contingent sound,3,3,0.5385,0.7,0,
22,1,53,deterministic,sequence concealed,contingent sound,2,2,0.4267,0.7,0,
22,1,54,deterministic,sequence concealed,contingent sound,4,4,0.5243,0.7,0,
22,1,55,deterministic,sequence concealed,contingent sound,5,5,0.4476,0.7,0,
22,1,56,deterministic,sequence concealed,contingent sound,6,6,0.329,0.7,0,
22,1,57,deterministic,sequence concealed,contingent sound,2,2,0.3504,0.7,0,
22,1,58,deterministic,sequence concealed,contingent sound,3,3,0.5457,0.7,0,
22,1,59,deterministic,sequence concealed,contingent sound,1,1,0.4059,0.7,0,
22,1,60,deterministic,sequence concealed,contingent sound,2,2,0.5104,0.7,0,
22,1,61,deterministic,sequence concealed,contingent sound,6,6,0.3708,0.7,0,
22,1,62,deterministic,sequence concealed,contingent sound,4,3,0.4544,0.7,1,
22,1,63,deterministic,sequence concealed,contingent sound,1,2,0.5242,0.7,1,
22,1,64,deterministic,sequence concealed,contingent sound,3,3,0.5098,0.7,0,
22,1,65,deterministic,sequence concealed,contingent sound,5,5,0.5454,0.7,0,
22,1,66,deterministic,sequence concealed,contingent sound,1,1,0.4336,0.7,0,
22,1,67,deterministic,sequence concealed,contingent sound,4,4,0.6082,0.7,0,
22,1,68,deterministic,sequence concealed,contingent sound,2,2,0.3713,0.7,0,
22,1,69,deterministic,sequence concealed,contingent sound,5,6,0.4196,0.7,1,
22,1,70,deterministic,sequence concealed,contingent sound,3,3,0.6598,0.7,0,
22,1,71,deterministic,sequence concealed,contingent sound,6,6,0.4059,0.7,0,
22,1,72,deterministic,sequence concealed,contingent sound,5,5,0.6011,0.7,0,
22,1,73,deterministic,sequence concealed,contingent sound,2,2,0.5803,0.6,0,
22,1,74,deterministic,sequence concealed,contingent sound,1,1,0.3848,0.6,0,
22,1,75,deterministic,sequence concealed,contingent sound,6,6,0.4966,0.6,0,
22,1,76,deterministic,sequence concealed,contingent sound,3,3,0.5175,0.6,0,
22,1,77,deterministic,sequence concealed,contingent sound,4,4,0.5592,0.6,0,
22,1,78,deterministic,sequence concealed,contingent sound,6,6,0.3573,0.6,0,
22,1,79,deterministic,sequence concealed,contingent sound,1,1,0.4197,0.6,0,
22,1,80,deterministic,sequence concealed,contingent sound,5,5,0.5452,0.6,0,
22,1,81,deterministic,sequence concealed,contingent sound,4,4,0.5248,0.6,0,
22,1,82,deterministic,sequence concealed,contingent sound,3,3,0.4897,0.6,0,
22,1,83,deterministic,sequence concealed,contingent sound,2,2,0.4549,0.6,0,
22,1,84,deterministic,sequence concealed,contingent sound,4,4,0.5103,0.6,0,
22,1,85,deterministic,sequence concealed,contingent sound,5,5,0.3987,0.6,0,
22,1,86,deterministic,sequence concealed,contingent sound,6,6,0.3219,0.6,0,
22,1,87,deterministic,sequence concealed,contingent sound,2,2,0.4201,0.6,0,
22,1,88,deterministic,sequence concealed,contingent sound,3,3,0.3918,0.6,0,
22,1,89,deterministic,sequence concealed,contingent sound,1,1,0.4898,0.6,0,
22,1,90,deterministic,sequence concealed,contingent sound,2,2,0.5733,0.6,0,
22,1,91,deterministic,sequence concealed,contingent sound,6,6,0.4824,0.6,0,
22,1,92,deterministic,sequence concealed,contingent sound,4,4,0.5802,0.6,0,
22,1,93,deterministic,sequence concealed,contingent sound,1,1,0.3987,0.6,0,
22,1,94,deterministic,sequence concealed,contingent sound,3,2,0.6011,0.6,1,
22,1,95,deterministic,sequence concealed,contingent sound,5,4,0.467,0.6,1,
22,1,96,deterministic,sequence concealed,contingent sound,1,1,0.4125,0.6,0,
22,1,97,deterministic,sequence concealed,contingent sound,4,4,0.5033,0.5,0,
22,1,98,deterministic,sequence concealed,contingent sound,2,2,0.4825,0.5,0,
22,1,99,deterministic,sequence concealed,contingent sound,5,5,0.5102,0.5,0,
22,1,100,deterministic,sequence concealed,contingent sound,3,3,0.564,0.5,0,
22,1,101,deterministic,sequence concealed,contingent sound,6,6,0.5312,0.5,0,
22,1,102,deterministic,sequence concealed,contingent sound,5,5,0.487,0.5,0,
22,1,103,deterministic,sequence concealed,contingent sound,2,2,0.3709,0.5,0,
22,1,104,deterministic,sequence concealed,contingent sound,1,1,0.3086,0.5,0,
22,1,105,deterministic,sequence concealed,contingent sound,6,6,0.4756,0.5,0,
22,1,106,deterministic,sequence concealed,contingent sound,3,3,0.4267,0.5,0,
22,1,107,deterministic,sequence concealed,contingent sound,4,4,0.6081,0.5,0,
22,1,108,deterministic,sequence concealed,contingent sound,6,6,0.4176,0.5,0,
22,1,109,deterministic,sequence concealed,contingent sound,1,1,0.3987,0.5,0,
22,1,110,deterministic,sequence concealed,contingent sound,5,4,0.5384,0.5,1,
22,1,111,deterministic,sequence concealed,contingent sound,4,4,0.4734,0.5,0,
22,1,112,deterministic,sequence concealed,contingent sound,3,3,0.6218,0.5,0,
22,1,113,deterministic,sequence concealed,contingent sound,2,2,0.6499,0.5,0,
22,1,114,deterministic,sequence concealed,contingent sound,4,4,0.3432,0.5,0,
22,1,115,deterministic,sequence concealed,contingent sound,5,5,0.3707,0.5,0,
22,1,116,deterministic,sequence concealed,contingent sound,6,6,0.343,0.5,0,
22,1,117,deterministic,sequence concealed,contingent sound,2,2,0.3987,0.5,0,
22,1,118,deterministic,sequence concealed,contingent sound,3,3,0.4056,0.5,0,
22,1,119,deterministic,sequence concealed,contingent sound,1,1,0.3917,0.5,0,
22,1,120,deterministic,sequence concealed,contingent sound,2,2,0.5314,0.5,0,
22,1,121,deterministic,sequence concealed,contingent sound,6,6,0.4259,0.5,0,
22,1,122,deterministic,sequence concealed,contingent sound,4,4,0.4543,0.5,0,
22,1,123,deterministic,sequence concealed,contingent sound,1,1,0.4406,0.5,0,
22,1,124,deterministic,sequence concealed,contingent sound,3,3,0.4405,0.5,0,
22,1,125,deterministic,sequence concealed,contingent sound,5,5,0.4265,0.5,0,
22,1,126,deterministic,sequence concealed,contingent sound,1,1,0.3987,0.5,0,
