sid,bid,tid,material,instructions,effects,stimulus_location,response_location,response_time,response_deadline,error,confidence
58,1,1,deterministic,sequence concealed,none,2,2,1.1727,0.9,0,
58,1,2,deterministic,sequence concealed,none,5,6,0.9822,0.9,1,
58,1,3,deterministic,sequence concealed,none,1,1,1.3264,0.9,0,
58,1,4,deterministic,sequence concealed,none,6,6,1.659,0.9,0,
58,1,5,deterministic,sequence concealed,none,5,5,0.9334,0.9,0,
58,1,6,deterministic,sequence concealed,none,3,3,1.1502,0.9,0,
58,1,7,deterministic,sequence concealed,none,2,2,0.6924,0.9,0,
58,1,8,deterministic,sequence concealed,none,6,6,0.6496,0.9,0,
58,1,9,deterministic,sequence concealed,none,3,3,1.1939,0.9,0,
58,1,10,deterministic,sequence concealed,none,5,5,1.9935,0.9,0,
58,1,11,deterministic,sequence concealed,none,4,4,1.0033,0.9,0,
58,1,12,deterministic,sequence concealed,none,1,1,0.648,0.9,0,
58,1,13,deterministic,sequence concealed,none,3,3,0.9217,0.9,0,
58,1,14,deterministic,sequence concealed,none,6,6,0.7382,0.9,0,
58,1,15,deterministic,sequence concealed,none,1,1,0.6498,0.9,0,
58,1,16,deterministic,sequence concealed,none,4,4,1.0194,0.9,0,
58,1,17,deterministic,sequence concealed,none,3,3,0.8871,0.9,0,
58,1,18,deterministic,sequence concealed,none,1,1,0.6711,0.9,0,
58,1,19,deterministic,sequence concealed,none,2,2,0.5869,0.9,0,
58,1,20,deterministic,sequence concealed,none,4,4,0.9636,0.9,0,
58,1,21,deterministic,sequence concealed,none,6,6,0.8499,0.9,0,
58,1,22,deterministic,sequence concealed,none,2,2,0.6147,0.9,0,
58,1,23,deterministic,sequence concealed,none,1,1,0.5804,0.9,0,
58,1,24,deterministic,sequence concealed,none,5,5,0.8182,0.9,0,
58,1,25,deterministic,sequence concealed,none,2,2,0.5728,0.8,0,
58,1,26,deterministic,sequence concealed,none,3,3,0.6428,0.8,0,
58,1,27,deterministic,sequence concealed,none,4,4,0.5173,0.8,0,
58,1,28,deterministic,sequence concealed,none,5,5,0.3848,0.8,0,
58,1,29,deterministic,sequence concealed,none,6,6,0.3498,0.8,0,
58,1,30,deterministic,sequence concealed,none,4,4,0.7612,0.8,0,
58,1,31,deterministic,sequence concealed,none,2,2,0.6007,0.8,0,
58,1,32,deterministic,sequence concealed,none,5,5,0.8107,0.8,0,
58,1,33,deterministic,sequence concealed,none,1,1,0.7314,0.8,0,
58,1,34,deterministic,sequence concealed,none,6,6,0.8453,0.8,0,
58,1,35,deterministic,sequence concealed,none,5,5,1.952,0.8,0,
58,1,36,deterministic,sequence concealed,none,3,3,0.6266,0.8,0,
58,1,37,deterministic,sequence concealed,none,2,2,0.5103,0.8,0,
58,1,38,deterministic,sequence concealed,none,6,6,0.9078,0.8,0,
58,1,39,deterministic,sequence concealed,none,3,3,0.7615,0.8,0,
58,1,40,deterministic,sequence concealed,none,5,5,0.8661,0.8,0,
58,1,41,deterministic,sequence concealed,none,4,4,0.7475,0.8,0,
58,1,42,deterministic,sequence concealed,none,1,1,0.5592,0.8,0,
58,1,43,deterministic,sequence concealed,none,3,3,0.6568,0.8,0,
58,1,44,deterministic,sequence concealed,none,6,6,0.7335,0.8,0,
58,1,45,deterministic,sequence concealed,none,1,1,0.6497,0.8,0,
58,1,46,deterministic,sequence concealed,none,4,4,0.6566,0.8,0,
58,1,47,deterministic,sequence concealed,none,3,3,0.7266,0.8,0,
58,1,48,deterministic,sequence concealed,none,1,1,0.573,0.8,0,
58,1,49,deterministic,sequence concealed,none,2,2,0.6289,0.7,0,
58,1,50,deterministic,sequence concealed,none,4,4,0.9432,0.7,0,
58,1,51,deterministic,sequence concealed,none,6,6,0.717,0.7,0,
58,1,52,deterministic,sequence concealed,none,2,2,1.0966,0.7,0,
58,1,53,deterministic,sequence concealed,none,1,1,0.6851,0.7,0,
58,1,54,deterministic,sequence concealed,none,5,5,0.9078,0.7,0,
58,1,55,deterministic,sequence concealed,none,2,2,1.0104,0.7,0,
58,1,56,deterministic,sequence concealed,none,3,3,0.8312,0.7,0,
58,1,57,deterministic,sequence concealed,none,4,4,0.4964,0.7,0,
58,1,58,deterministic,sequence concealed,none,5,5,0.4267,0.7,0,
58,1,59,deterministic,sequence concealed,none,6,6,0.4058,0.7,0,
58,1,60,deterministic,sequence concealed,none,4,4,0.7962,0.7,0,
58,1,61,deterministic,sequence concealed,none,2,2,0.6406,0.7,0,
58,1,62,deterministic,sequence concealed,none,5,5,0.5873,0.7,0,
58,1,63,deterministic,sequence concealed,none,1,1,0.545,0.7,0,
58,1,64,deterministic,sequence concealed,none,6,6,0.8939,0.7,0,
58,1,65,deterministic,sequence concealed,none,5,5,1.0104,0.7,0,
58,1,66,deterministic,sequence concealed,none,3,3,0.8454,0.7,0,
58,1,67,deterministic,sequence concealed,none,2,2,1.6681,0.7,0,
58,1,68,deterministic,sequence concealed,none,6,6,0.6218,0.7,0,
58,1,69,deterministic,sequence concealed,none,3,3,0.6707,0.7,0,
58,1,70,deterministic,sequence concealed,none,5,5,0.5662,0.7,0,
58,1,71,deterministic,sequence concealed,none,4,4,0.7124,0.7,0,
58,1,72,deterministic,sequence concealed,none,1,1,0.6303,0.7,0,
58,1,73,deterministic,sequence concealed,none,3,3,0.4615,0.6,0,
58,1,74,deterministic,sequence concealed,none,6,6,0.8101,0.6,0,
58,1,75,deterministic,sequence concealed,none,1,1,0.6754,0.6,0,
58,1,76,deterministic,sequence concealed,none,4,4,0.7336,0.6,0,
58,1,77,deterministic,sequence concealed,none,3,3,0.7685,0.6,0,
58,1,78,deterministic,sequence concealed,none,1,1,0.543,0.6,0,
58,1,79,deterministic,sequence concealed,none,2,3,0.3637,0.6,1,
58,1,80,deterministic,sequence concealed,none,4,4,1.3431,0.6,0,
58,1,81,deterministic,sequence concealed,none,6,6,0.8213,0.6,0,
58,1,82,deterministic,sequence concealed,none,2,2,0.6062,0.6,0,
58,1,83,deterministic,sequence concealed,none,1,1,0.7197,0.6,0,
58,1,84,deterministic,sequence concealed,none,5,5,0.8592,0.6,0,
58,1,85,deterministic,sequence concealed,none,2,2,0.6574,0.6,0,
58,1,86,deterministic,sequence concealed,none,3,3,0.7135,0.6,0,
58,1,87,deterministic,sequence concealed,none,4,4,0.8289,0.6,0,
58,1,88,deterministic,sequence concealed,none,5,5,0.8172,0.6,0,
58,1,89,deterministic,sequence concealed,none,6,6,0.6782,0.6,0,
58,1,90,deterministic,sequence concealed,none,4,4,0.8311,0.6,0,
58,1,91,deterministic,sequence concealed,none,2,2,0.6637,0.6,0,
58,1,92,deterministic,sequence concealed,none,5,5,0.9289,0.6,0,
58,1,93,deterministic,sequence concealed,none,1,1,0.6776,0.6,0,
58,1,94,deterministic,sequence concealed,none,6,6,0.9428,0.6,0,
58,1,95,deterministic,sequence concealed,none,5,5,0.8033,0.6,0,
58,1,96,deterministic,sequence concealed,none,3,3,0.8659,0.6,0,
58,1,97,deterministic,sequence concealed,none,2,2,0.6753,0.5,0,
58,1,98,deterministic,sequence concealed,none,6,6,0.6222,0.5,0,
58,1,99,deterministic,sequence concealed,none,3,3,0.8591,0.5,0,
58,1,100,deterministic,sequence concealed,none,5,5,0.7684,0.5,0,
58,1,101,deterministic,sequence concealed,none,4,4,0.8495,0.5,0,
58,1,102,deterministic,sequence concealed,none,1,1,0.6403,0.5,0,
58,1,103,deterministic,sequence concealed,none,3,3,0.6898,0.5,0,
58,1,104,deterministic,sequence concealed,none,6,6,0.5452,0.5,0,
58,1,105,deterministic,sequence concealed,none,1,1,0.5221,0.5,0,
58,1,106,deterministic,sequence concealed,none,4,4,0.7615,0.5,0,
