sid,bid,tid,material,instructions,effects,stimulus_location,response_location,response_time,response_deadline,error,confidence
10,1,1,deterministic,sequence concealed,contingent sound,6,6,0.4185,0.9,0,
10,1,2,deterministic,sequence concealed,contingent sound,1,1,0.3499,0.9,0,
10,1,3,deterministic,sequence concealed,contingent sound,4,4,0.4895,0.9,0,
10,1,4,deterministic,sequence concealed,contingent sound,5,5,0.3848,0.9,0,
10,1,5,deterministic,sequence concealed,contingent sound,2,2,0.4405,0.9,0,
10,1,6,deterministic,sequence concealed,contingent sound,1,1,0.3777,0.9,0,
10,1,7,deterministic,sequence concealed,contingent sound,5,5,0.3707,0.9,0,
10,1,8,deterministic,sequence concealed,contingent sound,3,3,0.3498,0.9,0,
10,1,9,deterministic,sequence concealed,contingent sound,4,4,0.315,0.9,0,
10,1,10,deterministic,sequence concealed,contingent sound,1,1,0.322,0.9,0,
10,1,11,deterministic,sequence concealed,contingent sound,6,6,0.3151,0.9,0,
10,1,12,deterministic,sequence concealed,contingent sound,4,5,0.4197,0.9,1,
10,1,13,deterministic,sequence concealed,contingent sound,2,2,0.4263,0.9,0,
10,1,14,deterministic,sequence concealed,contingent sound,5,5,0.4126,0.9,0,
10,1,15,deterministic,sequence concealed,contingent sound,4,4,0.3779,0.9,0,
10,1,16,deterministic,sequence concealed,contingent sound,6,6,0.35,0.9,0,
10,1,17,deterministic,sequence concealed,contingent sound,3,5,0.4196,0.9,1,
10,1,18,deterministic,sequence concealed,contingent sound,5,6,0.3388,0.9,1,
10,1,19,deterministic,sequence concealed,contingent sound,6,6,0.4016,0.9,0,
10,1,20,deterministic,sequence concealed,contingent sound,2,2,0.594,0.9,0,
10,1,21,deterministic,sequence concealed,contingent sound,3,3,0.4128,0.9,0,
10,1,22,deterministic,sequence concealed,contingent sound,6,6,0.4195,0.9,0,
10,1,23,deterministic,sequence concealed,contingent sound,5,5,0.4965,0.9,0,
10,1,24,deterministic,sequence concealed,contingent sound,1,1,0.4064,0.9,0,
10,1,25,deterministic,sequence concealed,contingent sound,3,3,0.3919,0.8,0,
10,1,26,deterministic,sequence concealed,contingent sound,2,2,0.3148,0.8,0,
10,1,27,deterministic,sequence concealed,contingent sound,4,3,0.4197,0.8,1,
10,1,28,deterministic,sequence concealed,contingent sound,3,3,0.6289,0.8,0,
10,1,29,deterministic,sequence concealed,contingent sound,1,1,0.343,0.8,0,
10,1,30,deterministic,sequence concealed,contingent sound,2,2,0.3428,0.8,0,
10,1,31,deterministic,sequence concealed,contingent sound,6,6,0.3569,0.8,0,
10,1,32,deterministic,sequence concealed,contingent sound,1,1,0.3993,0.8,0,
10,1,33,deterministic,sequence concealed,contingent sound,4,4,0.5104,0.8,0,
10,1,34,deterministic,sequence concealed,contingent sound,5,5,0.4056,0.8,0,
10,1,35,deterministic,sequence concealed,contingent sound,2,2,0.308,0.8,0,
10,1,36,deterministic,sequence concealed,contingent sound,1,1,0.5172,0.8,0,
10,1,37,deterministic,sequence concealed,contingent sound,5,5,0.4546,0.8,0,
10,1,38,deterministic,sequence concealed,contingent sound,3,3,0.3359,0.8,0,
10,1,39,deterministic,sequence concealed,contingent sound,4,4,0.3288,0.8,0,
10,1,40,deterministic,sequence concealed,contingent sound,1,1,0.3983,0.8,0,
10,1,41,deterministic,sequence concealed,contingent sound,6,6,0.2875,0.8,0,
10,1,42,deterministic,sequence concealed,contingent sound,4,5,0.5038,0.8,1,
10,1,43,deterministic,sequence concealed,contingent sound,2,2,0.6458,0.8,0,
10,1,44,deterministic,sequence concealed,contingent sound,5,5,0.3917,0.8,0,
10,1,45,deterministic,sequence concealed,contingent sound,4,4,0.301,0.8,0,
10,1,46,deterministic,sequence concealed,contingent sound,6,6,0.3151,0.8,0,
10,1,47,deterministic,sequence concealed,contingent sound,3,3,0.4267,0.8,0,
10,1,48,deterministic,sequence concealed,contingent sound,5,4,0.3917,0.8,1,
10,1,49,deterministic,sequence concealed,contingent sound,6,6,0.447,0.7,0,
10,1,50,deterministic,sequence concealed,contingent sound,2,2,0.5105,0.7,0,
10,1,51,deterministic,sequence concealed,contingent sound,3,3,0.3847,0.7,0,
10,1,52,deterministic,sequence concealed,contingent sound,6,6,0.378,0.7,0,
10,1,53,deterministic,sequence concealed,contingent sound,5,5,0.4059,0.7,0,
10,1,54,deterministic,sequence concealed,contingent sound,1,1,0.3429,0.7,0,
10,1,55,deterministic,sequence concealed,contingent sound,3,3,0.4685,0.7,0,
10,1,56,deterministic,sequence concealed,contingent sound,2,2,0.316,0.7,0,
10,1,57,deterministic,sequence concealed,contingent sound,4,4,0.2947,0.7,0,
10,1,58,deterministic,sequence concealed,contingent sound,3,2,0.3779,0.7,1,
10,1,59,deterministic,sequence concealed,contingent sound,1,1,0.3738,0.7,0,
10,1,60,deterministic,sequence concealed,contingent sound,2,2,0.4335,0.7,0,
10,1,61,deterministic,sequence concealed,contingent sound,6,6,0.3646,0.7,0,
10,1,62,deterministic,sequence concealed,contingent sound,1,1,0.4823,0.7,0,
10,1,63,deterministic,sequence concealed,contingent sound,4,4,0.3849,0.7,0,
10,1,64,deterministic,sequence concealed,contingent sound,5,5,0.4198,0.7,0,
10,1,65,deterministic,sequence concealed,contingent sound,2,2,0.4613,0.7,0,
10,1,66,deterministic,sequence concealed,contingent sound,1,1,0.4057,0.7,0,
10,1,67,deterministic,sequence concealed,contingent sound,5,4,0.3502,0.7,1,
10,1,68,deterministic,sequence concealed,contingent sound,3,3,0.43,0.7,0,
