subject_nr,frage,yes,no,time_form,time_delay
47,schrei_beenden_positiv,yes,no,2576734,2580134
47,musik_beenden_negativ,yes,no,2582134,2585033
47,kopfhoerer_abgesetzt,no,yes,2587033,2595386
