subject_nr,frage,yes,no,time_form,time_delay
70,schrei_beenden_positiv,yes,no,2593218,2597409
70,musik_beenden_negativ,no,yes,2599410,2603906
70,kopfhoerer_abgesetzt,no,yes,2605906,2611787
