subject_nr,frage,yes,no,time_form,time_delay
111,schrei_beenden_positiv,yes,no,2448227,2452281
111,musik_beenden_negativ,yes,no,2454281,2457762
111,kopfhoerer_abgesetzt,no,yes,2459762,2463105
