subject_nr,frage,yes,no,time_form,time_delay
84,schrei_beenden_positiv,yes,no,2479957,2482925
84,musik_beenden_negativ,no,yes,2484925,2487515
84,kopfhoerer_abgesetzt,no,yes,2489515,2495312
