subject_nr,frage,yes,no,time_form,time_delay
96,schrei_beenden_positiv,yes,no,2414584,2417518
96,musik_beenden_negativ,yes,no,2419518,2420822
96,kopfhoerer_abgesetzt,no,yes,2422822,2426621
