subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
103,roten Wesen,starting_scream,no,no,yes,no,0,2694128,2701986
103,grünen Wesen,starting_melody,yes,no,no,no,1,2704265,2707206
103,gelben Wesen,ending_melody,no,yes,no,no,2,2709485,2716198
103,lila Wesen,ending_scream,no,no,no,yes,3,2718474,2721165
