subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
40,grünen Wesen,ending_scream,no,no,no,yes,0,2589733,2597023
40,gelben Wesen,starting_melody,yes,no,no,no,1,2599301,2602628
40,roten Wesen,ending_melody,no,yes,no,no,2,2604905,2610552
40,lila Wesen,starting_scream,no,no,yes,no,3,2612829,2615181
