subject_nr,frage,yes,no,time_form,time_delay
12,schrei_beenden_positiv,yes,no,2541815,2544971
12,musik_beenden_negativ,yes,no,2546971,2553763
12,kopfhoerer_abgesetzt,no,yes,2555763,2562702
