subject_nr,frage,yes,no,time_form,time_delay
75,schrei_beenden_positiv,yes,no,2432031,2434349
75,musik_beenden_negativ,yes,no,2436349,2441702
75,kopfhoerer_abgesetzt,no,yes,2443702,2447604
