subject_nr,frage,yes,no,time_form,time_delay
116,schrei_beenden_positiv,yes,no,2582898,2589148
116,musik_beenden_negativ,yes,no,2591148,2594493
116,kopfhoerer_abgesetzt,no,yes,2596493,2602450
