subject_nr,frage,yes,no,time_form,time_delay
73,schrei_beenden_positiv,yes,no,2583621,2589384
73,musik_beenden_negativ,no,yes,2591384,2594585
73,kopfhoerer_abgesetzt,no,yes,2596585,2604962
