subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
43,lila Wesen,ending_scream,no,no,no,yes,0,3009508,3039008
43,gelben Wesen,ending_melody,no,yes,no,no,1,3041284,3045451
43,roten Wesen,starting_scream,no,no,yes,no,2,3047729,3055824
43,grünen Wesen,starting_melody,yes,no,no,no,3,3058102,3060598
