subject_nr,frage,yes,no,time_form,time_delay
76,schrei_beenden_positiv,yes,no,2361097,2364748
76,musik_beenden_negativ,no,yes,2366748,2371464
76,kopfhoerer_abgesetzt,yes,no,2373464,2378586
