subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
86,grünen Wesen,ending_scream,no,no,no,yes,0,2662920,2674227
86,roten Wesen,ending_melody,no,yes,no,no,1,2676505,2682456
86,lila Wesen,starting_scream,no,no,yes,no,2,2684733,2686766
86,gelben Wesen,starting_melody,yes,no,no,no,3,2689043,2690420
