subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
61,lila Wesen,ending_melody,no,yes,no,no,0,2533788,2540440
61,gelben Wesen,ending_scream,no,no,no,yes,1,2542719,2545690
61,roten Wesen,starting_melody,yes,no,no,no,2,2547967,2550031
61,grünen Wesen,starting_scream,no,no,yes,no,3,2552308,2555125
