subject_nr,frage,yes,no,time_form,time_delay
3,schrei_beenden_positiv,yes,no,2406371,2409197
3,musik_beenden_negativ,yes,no,2411197,2414334
3,kopfhoerer_abgesetzt,no,yes,2416334,2420822
