subject_nr,frage,yes,no,time_form,time_delay
30,schrei_beenden_positiv,yes,no,2419297,2422439
30,musik_beenden_negativ,yes,no,2424439,2428020
30,kopfhoerer_abgesetzt,no,yes,2430021,2433008
