subject_nr,frage,yes,no,time_form,time_delay
50,schrei_beenden_positiv,yes,no,2785952,2791506
50,musik_beenden_negativ,no,yes,2793506,2800178
50,kopfhoerer_abgesetzt,no,yes,2802178,2812049
