subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
70,gelben Wesen,ending_scream,no,no,no,yes,0,2567582,2574096
70,roten Wesen,starting_melody,yes,no,no,no,1,2576373,2578585
70,lila Wesen,ending_melody,no,yes,no,no,2,2580862,2583021
70,grünen Wesen,starting_scream,no,no,yes,no,3,2585298,2586612
