subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
109,gelben Wesen,ending_scream,no,no,no,yes,0,2374209,2380803
109,roten Wesen,starting_melody,yes,no,no,no,1,2383080,2384880
109,lila Wesen,ending_melody,no,yes,no,no,2,2387157,2388546
109,grünen Wesen,starting_scream,no,no,yes,no,3,2390823,2393066
