subject_nr,color_counter,target_color,target_role,target_1,target_2,target_3,target_4,eval_rating, trial_nr,time_rate_form,time_rate_delay
105,ES_purple,purple,ending_scream,IAT_purple2.bmp,IAT_purple3.bmp,IAT_purple1.bmp,IAT_purple4.bmp,7,0,2474361,2481674
105,ES_purple,red,starting_scream,IAT_red1.bmp,IAT_red4.bmp,IAT_red3.bmp,IAT_red2.bmp,4,1,2483954,2487143
105,ES_purple,green,starting_melody,IAT_green1.bmp,IAT_green4.bmp,IAT_green3.bmp,IAT_green2.bmp,8,2,2489422,2492025
105,ES_purple,yellow,ending_melody,IAT_yellow4.bmp,IAT_yellow3.bmp,IAT_yellow1.bmp,IAT_yellow2.bmp,3,3,2494305,2497481
