subject_nr,frage,yes,no,time_form,time_delay
43,schrei_beenden_positiv,yes,no,3067503,3076899
43,musik_beenden_negativ,yes,no,3078899,3088324
43,kopfhoerer_abgesetzt,no,yes,3090324,3097599
