subject_nr,frage,yes,no,time_form,time_delay
56,schrei_beenden_positiv,no,yes,2528069,2539370
56,musik_beenden_negativ,yes,no,2541370,2547579
56,kopfhoerer_abgesetzt,no,yes,2549579,2554003
