subject_nr,frage,yes,no,time_form,time_delay
82,schrei_beenden_positiv,yes,no,3542189,3553053
82,musik_beenden_negativ,no,yes,3555053,3567998
82,kopfhoerer_abgesetzt,no,yes,3569999,3601267
