subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
46,gelben Wesen,ending_scream,no,no,no,yes,0,2419453,2425993
46,lila Wesen,ending_melody,no,yes,no,no,1,2428270,2430930
46,grünen Wesen,starting_scream,no,no,yes,no,2,2433207,2434663
46,roten Wesen,starting_melody,yes,no,no,no,3,2436940,2437899
