subject_nr,frage,yes,no,time_form,time_delay
65,schrei_beenden_positiv,yes,no,2582228,2585479
65,musik_beenden_negativ,no,yes,2587479,2589423
65,kopfhoerer_abgesetzt,no,yes,2591423,2595816
