subject_nr,frage,yes,no,time_form,time_delay
63,schrei_beenden_positiv,yes,no,2551985,2555368
63,musik_beenden_negativ,yes,no,2557369,2561528
63,kopfhoerer_abgesetzt,no,yes,2563528,2569712
