subject_nr,frage,yes,no,time_form,time_delay
87,schrei_beenden_positiv,yes,no,2526419,2530371
87,musik_beenden_negativ,no,yes,2532371,2536435
87,kopfhoerer_abgesetzt,no,yes,2538435,2543568
