subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
15,grünen Wesen,starting_scream,no,no,yes,no,0,2508723,2513791
15,roten Wesen,starting_melody,yes,no,no,no,1,2516068,2518602
15,gelben Wesen,ending_scream,no,no,no,yes,2,2520880,2522866
15,lila Wesen,ending_melody,no,yes,no,no,3,2525142,2527279
