subject_nr,frage,yes,no,time_form,time_delay
118,schrei_beenden_positiv,yes,no,2546181,2549029
118,musik_beenden_negativ,yes,no,2551029,2553720
118,kopfhoerer_abgesetzt,no,yes,2555720,2559893
