subject_nr,frage,yes,no,time_form,time_delay
33,schrei_beenden_positiv,yes,no,2531065,2533660
33,musik_beenden_negativ,yes,no,2535660,2541652
33,kopfhoerer_abgesetzt,no,yes,2543652,2547907
