subject_nr,frage,yes,no,time_form,time_delay
6,schrei_beenden_positiv,yes,no,2446346,2448871
6,musik_beenden_negativ,no,yes,2450871,2454648
6,kopfhoerer_abgesetzt,yes,no,2456648,2461271
