subject_nr,frage,yes,no,time_form,time_delay
27,schrei_beenden_positiv,yes,no,2656003,2659987
27,musik_beenden_negativ,no,yes,2661987,2664887
27,kopfhoerer_abgesetzt,yes,no,2666887,2672930
