subject_nr,frage,yes,no,time_form,time_delay
74,schrei_beenden_positiv,yes,no,2533870,2536993
74,musik_beenden_negativ,yes,no,2538994,2540782
74,kopfhoerer_abgesetzt,no,yes,2542782,2546988
