subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
22,gelben Wesen,ending_melody,no,yes,no,no,0,2480424,2489057
22,grünen Wesen,starting_melody,yes,no,no,no,1,2491336,2494271
22,roten Wesen,starting_scream,no,no,yes,no,2,2496548,2500002
22,lila Wesen,ending_scream,no,no,no,yes,3,2502279,2504612
