subject_nr,frage,yes,no,time_form,time_delay
81,schrei_beenden_positiv,yes,no,2523989,2530307
81,musik_beenden_negativ,yes,no,2532307,2537511
81,kopfhoerer_abgesetzt,no,yes,2539511,2543736
