subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
69,roten Wesen,ending_scream,no,no,no,yes,0,2662148,2674057
69,gelben Wesen,starting_scream,no,no,yes,no,1,2676335,2679334
69,lila Wesen,starting_melody,yes,no,no,no,2,2681611,2684138
69,grünen Wesen,ending_melody,no,yes,no,no,3,2686415,2687907
