subject_nr,frage,yes,no,time_form,time_delay
90,schrei_beenden_positiv,yes,no,2594682,2602284
90,musik_beenden_negativ,no,yes,2604284,2608943
90,kopfhoerer_abgesetzt,no,yes,2610943,2617194
