subject_nr,frage,yes,no,time_form,time_delay
113,schrei_beenden_positiv,yes,no,2433919,2436615
113,musik_beenden_negativ,no,yes,2438615,2442416
113,kopfhoerer_abgesetzt,no,yes,2444416,2449486
