subject_nr,frage,yes,no,time_form,time_delay
112,schrei_beenden_positiv,yes,no,2623580,2627598
112,musik_beenden_negativ,no,yes,2629598,2632464
112,kopfhoerer_abgesetzt,no,yes,2634465,2642856
