subject_nr,frage,yes,no,time_form,time_delay
93,schrei_beenden_positiv,yes,no,2544034,2548861
93,musik_beenden_negativ,yes,no,2550861,2557465
93,kopfhoerer_abgesetzt,no,yes,2559465,2564289
