subject_nr,frage,yes,no,time_form,time_delay
39,schrei_beenden_positiv,yes,no,2346554,2350199
39,musik_beenden_negativ,yes,no,2352199,2352968
39,kopfhoerer_abgesetzt,yes,no,2354968,2355913
