subject_nr,frage,yes,no,time_form,time_delay
79,schrei_beenden_positiv,yes,no,2655392,2658840
79,musik_beenden_negativ,yes,no,2660840,2663436
79,kopfhoerer_abgesetzt,no,yes,2665436,2671469
