subject_nr,frage,yes,no,time_form,time_delay
34,schrei_beenden_positiv,yes,no,2649675,2653062
34,musik_beenden_negativ,yes,no,2655063,2658925
34,kopfhoerer_abgesetzt,no,yes,2660925,2670693
