subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
20,roten Wesen,starting_scream,no,no,yes,no,0,2582046,2586355
20,lila Wesen,ending_scream,no,no,no,yes,1,2588632,2592872
20,gelben Wesen,ending_melody,no,yes,no,no,2,2595150,2596988
20,grünen Wesen,starting_melody,yes,no,no,no,3,2599265,2600764
