subject_nr,frage,yes,no,time_form,time_delay
110,schrei_beenden_positiv,yes,no,2402458,2408236
110,musik_beenden_negativ,yes,no,2410236,2417232
110,kopfhoerer_abgesetzt,no,yes,2419232,2424240
