subject_nr,frage,yes,no,time_form,time_delay
18,schrei_beenden_positiv,yes,no,2667933,2672584
18,musik_beenden_negativ,yes,no,2674584,2679834
18,kopfhoerer_abgesetzt,no,yes,2681834,2688636
