subject_nr,frage,yes,no,time_form,time_delay
11,schrei_beenden_positiv,yes,no,2553373,2558563
11,musik_beenden_negativ,no,yes,2560563,2568124
11,kopfhoerer_abgesetzt,no,yes,2570125,2579233
