subject_nr,frage,yes,no,time_form,time_delay
36,schrei_beenden_positiv,yes,no,2314329,2318125
36,musik_beenden_negativ,yes,no,2320125,2323088
36,kopfhoerer_abgesetzt,no,yes,2325088,2334504
